Molecule	Protein	Gene	UniProt	C1	C2	C3	C4	C5	C8	C9	C11	C14	C15	C16	C17	C18	C19	C20	C21	C24	C25	C26	C27	P1	P2	P4	P6	P9	P11	P13	P17	P18	P19	P20	P21	P24	P25	P27	P28	P29	P30	P31	P32
15472-16	LRP11	LRP11	Q86VZ4	2222.3	2439.1	1978.4	1822.9	3082.9	2629.2	2306.4	2747.3	2117.4	2520.1	2815.9	2834.2	1977.1	2617.6	2668.4	2280.6	2460.6	3296.4	3046.9	2579.5	2305.1	2616.8	2577.9	2857.4	2223.7	3239.4	2864.9	2586.6	2236.4	2333.7	2159.2	3008.2	3664.8	2658.2	3125.8	2466.2	2730.9	4562	2861.7	2029.5
15474-7	PIN1	PIN1	Q13526	5696.4	4428.6	3096.4	5365.9	3863.5	8074.8	4614.3	5049.6	13454.4	7375.4	7370.4	7901.8	4737.7	4543.1	4041.1	4092.7	8523.1	6932.3	9621	5785.1	5245.3	4607.9	7153.9	3409.2	4319.8	6118.7	6147.4	11901.8	4732.9	5280.1	5211.5	3730	5391.8	4230	5738.7	6547.2	3061.9	5831.7	7407.2	4521.2
15475-4	PLTP	PLTP	P55058	10986.3	8066.8	9663.4	10352.1	7569	8659.5	12199.2	10103.4	6171.8	10256.6	9079.7	13081	9312.3	13012.2	9831.3	7536.4	9531.7	10255	13457.7	11758	8231.4	9320.4	7621.8	10784.1	9610.3	9915.2	8147.3	10040.9	9652.8	8977.2	9183.7	9175.3	9232.3	12555.1	10698.9	12485.6	9044.3	9164.3	12314.9	11463.7
15476-6	REG3G	REG3G	Q6UW15	2563.5	1167.7	1258.1	3796.1	2424.6	2294.6	3049.8	2112.1	1420.5	2618.6	1879.8	1832.1	3037.9	2628.7	4205.6	1600.8	9177.8	4851.1	1885.4	2410.2	4642.7	1977.4	1408.7	2923.3	2171.6	3534.3	1399.3	1540.2	2130.2	4083.2	2622.1	3905.2	959.4	1497	2263.9	4013.4	4281.1	2967.9	1690.3	2222.2
15480-2	VNN2	VNN2	O95498	1482	520	1210.5	1226.6	1491.6	951.3	1263.4	702.3	1015.9	1179.2	1024.2	555.7	1052.2	675.3	489	520.9	622.7	1241.6	1412.4	762.6	677.2	1041.4	1220.2	715.7	838.8	824.6	1007	1176.1	843.1	823.4	1287.8	1379.7	895.2	509.8	1098.2	751.6	12441.6	1205.1	820.5	627.9
15481-45	LL-37	CAMP	P49913	75278.4	48018.5	43535.2	47129	37663.4	48858.3	93196	37537.7	42381.5	43101	62909.2	71318.1	48068.4	53854.4	56361.3	43147.2	68957.8	61920	70461.7	56271.2	56453.9	56220.1	45908.6	73588.4	38731.6	75056.3	50537.2	70911	62023.1	47965.5	41306.4	42870.2	50369.1	54833.7	49324.1	60432.2	45387.1	58608.3	51027.2	42357.6
15482-12	A2ML1	A2ML1	A8K2U0	784.1	839.2	1096.8	746.5	1105.4	816.4	776.3	944	745.4	1029.7	695.7	813.8	996.5	850.5	794.1	750.2	1013.3	954.4	855.4	1029.7	725.4	1108.3	1944.1	786.1	720.5	802.5	655.9	742.9	1112.1	949.6	2680.8	2580.7	891.5	1109.5	1508.1	745.2	946.9	979.2	903.6	954.4
15483-377	Agrin	AGRN	O00468	3827.6	3104.8	2983.4	2870.9	4558.4	3573.8	2611.5	3148.7	2890.9	2537	4186.6	3144	2411.2	2053.6	3324.5	2932.7	2924.8	2321.5	3103.4	3138.9	4012.6	3362.7	2646.9	3551.6	3636.1	2846.8	3055.8	5053.6	3309.3	3275.1	3448.5	3149.9	3067.4	3399.6	2031.9	3261.4	2561.5	2489.3	3102	3795.9
15486-126	ABP1	AOC1	P19801	3020.9	6780	10018.5	5985.8	3381.3	2172.8	2036.3	5771.2	1959	4220.1	1511.3	3475.5	2801	6276	1744.6	2160.8	1595.7	2827.8	1286	3995.1	6229.2	1890.4	5113.1	4481.3	1748.3	3938.2	8729	16025.5	4075.9	6518.1	4872.7	4359.7	6996.2	4660.2	9377.4	4363.1	2648.3	3835.6	1774.6	5413.5
15487-164	"carboxylesterase, liver"	CES1	P23141	4838.7	4909	5878.7	5257.9	6113.3	3971.2	4835	4855.4	4645.4	4476.7	3910.6	3088.3	4018.4	4585.8	3497.5	4616.8	3643.8	2969.8	4383.7	3612.1	3714.8	3662.9	7898.1	3746.3	3848.4	4161.4	3344.7	3859.5	5848.7	4401.4	3573.6	2792.9	4498	4926.8	6370.4	4667.9	6688.5	5306.9	5391.3	5234.9
15491-20	CD248	CD248	Q9HCU0	6714.1	9098.6	8588.2	6322.2	9367.9	9355.7	7184.7	10280	9759.6	10382.8	9411.7	11875.1	9176.8	9035.5	9382.2	10091.8	10729.9	5269.4	6911.9	9662.6	10023.3	6554.4	11119.3	9893.7	7813.9	8926.3	9705.6	10142.9	8518.6	13354.5	9553.2	8986	9854.6	7092.7	11842.3	8090.4	13030.1	8033.2	9411.2	10488.6
15492-1	CRIM1	CRIM1	Q9NZV1	207.7	208.2	174	184.7	185.6	199.9	201.7	187.2	193.3	207.8	224.3	220.6	670.4	245.2	213.6	144.6	208.2	195.9	178.3	231.7	209.9	220.1	202.1	245.6	194.2	191.5	213.4	197.8	188.6	203.3	229.3	228	554.4	203.5	209.8	184	198.7	245.3	204.5	195.9
15494-11	FGFP1	FGFBP1	Q14512	1004.9	1271.3	957.6	1086.7	681.7	843.4	908.7	1027.4	831.3	1237.3	1216.9	1103.2	1247.9	1054.2	912.7	500	847	971	742.2	1811	1072.4	1096.6	1152.4	1955.2	1319.7	1279.2	898.6	677.8	982.3	1407.3	1056.1	1239.6	1018.2	569.7	2740	953.9	1027.3	1115.6	1458.7	1287.5
15495-9	FOLR3	FOLR3	P41439	265.3	303.2	278.9	376.3	1493.6	291.4	1584.6	587.1	344.3	297.3	259.8	336.8	1209	276.3	830.6	402.7	912.3	357	299.2	312.5	300	343.8	363	298.5	742.7	285.2	1214.5	337.6	296.4	268.5	587.8	336.8	307	295.3	328.4	287.9	286.3	285.1	288.4	400.2
15497-9	HS3S1	HS3ST1	O14792	849	867.9	827.2	873.9	926.1	743.2	882.4	793	831	771.4	695.6	745.5	816.7	928	743.7	834.4	748.7	959.2	740.9	791.5	716.9	769.1	1142.4	820.7	759.4	747.1	751	762.4	939	815.6	732	709.1	813.5	795.4	973.2	754.5	918.5	904.3	798.6	871
15499-11	Attractin	ATRN	O75882	1735.6	1696.1	1622.2	1675.6	1681.6	1625.1	1696.4	1597.7	1466.4	1512.8	2087.9	1410.4	1537.5	1950.7	1376.6	1773	1689.1	1639.9	1535.1	1930.9	1575.8	1392	1645.3	1774.2	1969.7	1854	1694	1560.1	1328.2	1664.2	1879.4	1606.4	1650	1813.9	1663.9	1502	1968.2	1564.9	1685.5	1425.5
15503-15	Lefty-A	LEFTY2	O00292	10263.6	8216.8	7982.3	10048.2	8871.9	7372	8902	9652.1	10172.9	9507.4	5762.3	16362.8	9576.9	12072.6	11302.8	5798.4	10882.9	9014.9	7340	13054.3	17788.5	37353.5	9020.4	13501.2	10459.6	10967.4	10508.9	11046.4	10386.1	10862.6	9230.5	8551.2	12456.4	10928.1	13742.4	7687.8	11072.3	12970.9	9931.1	9702.1
15503-20	Lefty-A	LEFTY2	O00292	1263.6	1023.7	935	1424.4	851.5	1023.1	1402.5	1280.6	1195.6	935.9	886.3	3547.3	1411.6	1395.6	1549	632.5	1393.3	2143.4	994.4	2306.7	2554.1	6346.4	1236.6	1508.2	1627.2	1011.6	1312.4	1190.6	1554.8	1292.2	1105.1	1142.3	1385.2	1957.2	1317.9	857.3	958.8	1371.3	1172.2	2207.8
15504-39	Livin B	BIRC7	Q96CA5	735.7	940.9	870.8	739.4	780.3	819.3	737.3	772.6	763.1	802.3	757.6	902.1	758.1	745.5	792.7	808.1	740.1	705.8	737.5	845.3	780.2	847.3	755.8	752.5	871	814	786.8	780.5	681.8	747.6	735.1	820.4	772.4	722.1	693.3	775.4	710.8	749.1	709.4	769.5
15506-34	LRP12	LRP12	Q9Y561	1329.2	569	563.3	682.9	910.4	567	506.8	549.2	524.3	494	515.2	632.3	548.8	682.5	554.3	568.8	555.4	669	594.3	521.8	646.8	922.6	580.9	579.8	565.5	689.2	589.9	559.8	555.7	614.8	535.3	660.9	682.9	630.6	554.6	618.9	592.4	548.4	709.5	549.2
15509-2	NAG	NAGLU	P54802	5524.4	10600.5	3363.7	10879.1	6806.9	7949.7	5648.7	4721.6	4297.4	5225.3	5222.6	6997.4	8948.5	4481.6	7312.2	5250.3	5704.9	4596.8	8244.5	5178.8	5615.1	5997.2	5397.3	8182.1	5838.3	6417.4	5139	4890.9	8237.9	5445.4	8533.9	5540.3	8743.1	4080.8	8105.6	5586	8642.4	7353.3	6139.1	5352.6
15511-37	NPTXR	NPTXR	O95502	1689.8	1680.1	683.8	2301.8	1168.9	1397.4	1436.5	892.7	1371.9	2365.8	1027.6	2167.5	1432.5	1436.6	1351.3	627.4	2617.6	2375.5	2325.6	2328.5	1921	1690.3	1410.6	1716.8	3045.3	1450.5	1377.8	1408.3	1870	1331.9	3112.3	2500.7	2055.6	1150	1918.1	1491	1815.1	1322.2	1296.7	1109.7
15513-108	Prostasin	PRSS8	Q16651	2220.8	1679.4	1717.9	1764.9	2059.1	1633	1638.7	1969.5	1746.3	1476.3	1789.9	1503.4	1900.6	1531.9	1597.1	1925.7	1496.8	1414.4	1682	1599.5	2010	1488.4	2190.8	1945.2	2215.3	1739.9	1658.4	1388.8	1740.9	2013.1	1606.7	1528.6	1558.4	2281.1	1840.5	1668.4	2233.2	2012.2	1671.6	1753.3
15514-26	Pseudocholinesterase	BCHE	P06276	9124.5	7986	5424.7	7160.6	7401.2	5451.2	6024.1	6463.3	6803.9	6027.1	10776.9	7116.3	8469.5	8161.3	6801.4	7353.3	6375.5	7404.8	6734.8	6084.3	9342.3	7759.2	6140.5	8423	9550.3	7286.2	7437.5	7035.9	7305.8	6295.8	7339.2	6505.4	7763	9161.8	5633.1	8308.3	5965.9	5239.5	5881.2	8312.3
15515-2	SAA	SAA1	P0DJI8	12557.8	15506	10235.2	19681.7	50528.4	8449.5	4611.4	20442.3	5451.1	5742.5	6285.4	5075.2	9518.8	6011.4	12411.5	15804.3	3710.3	3584.6	10394.2	3891.7	9441.5	6440.3	5801.1	11743.3	14927.4	16247.6	1740.7	6517.4	16915	10432	8046	8274.5	4962.3	7216.4	2484.3	12000.4	4266.2	2670.1	3674	5754.2
15516-12	SAA-4	SAA4	P35542	47590.6	42864.1	91382.6	80079.5	45111.8	35266.8	32807.5	48230.2	44493	37247.9	49716.2	40545.7	48161.3	47592.6	39366.3	20734.7	35362.9	42595.1	87771.1	41806.7	45482.6	42447	43490	45880.9	44228.4	34947.9	45486.1	32943.5	51439.7	36470	37953.6	44656.2	32749.4	35342.3	37055.1	37122.9	28917	38037.4	30776	38395.2
15521-4	Alcadein alpha-1	CLSTN1	O94985	2104.5	1994.1	2748.6	1696.2	1951.3	2458.4	2090.1	2785.3	1967.8	1663.6	3070.5	2294.3	1767.7	1688.2	4491.7	2950	1613.8	2107.3	2120.2	2510.5	2172.3	1862.9	1836	2202.4	2237.7	1591.4	3597.1	2046.1	2049.9	2058.4	2261.6	2391.9	1871	2206.6	1795.9	2358	1428.3	2041.3	2747.8	2194.8
15522-2	GAPR1	GLIPR2	Q9H4G4	20414.6	18883.9	20411.9	20403.2	20497.3	23315	23245.5	17170.8	24474.6	19392	22712.2	20800.6	19472.6	26009.6	19965.5	17781.8	16223.4	18676.3	17795.7	19545.3	18575.2	23079.7	22496.2	19247.2	16211.1	16848.4	21271.6	28304.2	29950.4	27293.2	16617.5	18070.9	22829.3	16934.7	21039	21259.5	23580.1	18940.5	24181.5	23932.7
15523-9	HEM2	ALAD	P13716	22971.2	18475.7	12755.5	19980.8	19844.5	30224.3	16946.1	16393.1	24555.8	18610.8	23408.1	19835.9	18233	14514.2	16078.3	13084	16554.8	12003.3	11515.6	20888.3	18400.4	15727.1	16623.8	8969.3	11199.1	18318.2	17798.5	28101.5	15666.1	20883.1	18242	13726.9	19973.9	11957.4	33927.9	21107.8	14473.6	18421.4	28509.4	17000.8
15524-30	PGAM2	PGAM2	P15259	1744.5	1971.8	921.5	2011.7	996.1	648.7	473.6	1187.2	729.5	3351.3	672.5	1750.8	1115	1120.8	1583.1	946.9	1677.5	1190.7	2472.6	1098.7	1357.1	814.3	1417.1	1065.9	876	681	566.6	1444.7	1147.7	777.9	698.6	1713.1	1788.2	828.7	2347.2	1813.3	1619.9	985	2489.9	766
15525-294	ADH1G	ADH1C	P00326	586.2	1258.4	1031	691.9	774.6	786.9	688.6	764.2	636	709.8	1652.6	760.7	1199	2094.5	1092.9	1222.5	3215.2	553	1570.9	969.3	1006.8	378.5	656.7	2781.9	674	1189.1	1042.3	647.9	1148.8	1197.5	1230.6	644.4	1189.3	2362.3	602.8	895.3	884.3	940.2	4595.4	528.7
15526-33	GSHB	GSS	P48637	1698.6	1915.7	1524.9	1621.6	1745.6	2176	1901.7	1385.1	2134.3	1918.9	2535.9	1997.4	1956.6	1857.5	1958.5	2054.6	1940.4	1480.9	2217.8	1968.3	1709.2	2060.1	1736.4	1774.2	1514.5	1860.2	1592	2320.8	1812	1962.6	1873.9	1822.7	1908.7	1566	1883.4	1920.2	1959.3	1376.4	2266.8	1891.8
15527-90	DLDH	DLD	P09622	4152.2	4753.4	5292.8	6317.6	4291.2	4768.3	5066.3	5097.8	6126.9	6258.6	4849.8	6291.5	6394.7	8076.8	6041.6	4414.4	5039.6	6525.9	6467.3	7285.4	5222.7	5650.9	5251.5	4752.7	6199.4	4744	4570.9	7888	4400.8	5856.9	4745.5	4908.9	5864.5	4800.3	5035.6	6432.1	4833.1	4439.9	8482.6	15323.4
15529-33	Cysteine-rich protein 1	CSRP1	P21291	6196.2	5122.3	2195	7554.2	6867.1	9105	9768.8	13747.7	20829.7	22433.4	20081.8	33027.4	12232.2	14103.6	6422.4	10098.7	35850.2	30246.7	30919.3	20961.6	10317.2	10097.9	4084.7	5667.1	12657.2	15996.8	10018.9	37164.1	17851.5	13212.1	17637.4	4825.9	18703.7	13334.2	3702.9	18527.1	4676.3	14688.5	18141.7	7352.9
15530-33	EphB4	EPHB4	P54760	3772.5	4059.3	2647.6	3759.8	4418.1	3040.1	4778.3	3708	5532.3	5913	2231.7	6457	4478.2	4159.6	5536.1	2846.5	4699.9	4794.1	4083.8	5909	5064	4777.3	5813.4	5584	4435.7	5441.1	4274.4	4369.4	5589.3	5222.2	4814.9	5259.1	7352.5	4867.5	6881.1	4457.3	6940.2	6635.6	5184.9	4857.3
15533-97	Macrophage scavenger receptor	MSR1	P21757	6059.8	4790	2894.6	5406.2	6801.7	4297	4763.6	6466.4	5931.1	4284.9	3096.1	4966.1	5791.4	6283.7	4982.8	4248.5	5380	4775.6	3392.4	4849	6853.4	6016	3232.1	8871.3	5292.7	5830.1	4195.3	7490	10660.1	6664	6407.4	6067.4	8482.2	4554.1	2470.7	5421.2	4793.1	5292	4351.6	4908.1
15534-26	Malate dehydrogenase 2	MDH2	P40926	33615.5	32783.3	14453.5	49765.3	35175.7	50083.2	51052.1	75238.7	113208.1	112125.6	60610.2	113310.3	94696.8	89841.5	32283.9	23516.4	114761.3	114242	102392	106100.3	77023.6	58342.8	24617.3	34540.1	65674.3	82321	15340.2	170180.8	58844.3	52872.7	64153.3	31343.7	72483.1	46593	21215	110942.4	20416.4	77779	92059.6	37840.6
15535-3	Marapsin	PRSS27	Q9BQR3	1609.4	1324.4	1317.5	1211.5	1245	2066.7	1541.3	2067.9	1775.2	1727.2	1073.7	1776.9	1240.4	1522.3	1665.4	1043.5	2065.7	1706.1	1684.6	1589.9	1291.2	1643.6	1361.9	1467.6	1355.4	1565.9	1523.4	1360.3	1666	1571.2	1623	3433.3	1942.4	1444	1939.8	1272.1	2121.6	1769.4	1741.4	1402.5
15539-15	SLIK1	SLITRK1	Q96PX8	1466.4	1660.7	1493.4	2820.3	1053.3	1719.3	3125.4	1519.7	1873.8	2773.8	1327.4	2252.2	4193.9	1388.1	1582.5	1113.7	2270.8	2663	2121.4	2592.1	1340.4	6075	1992	3055.6	3091.5	1832.4	1571	1999.1	2037.9	2431.6	1930.4	3787.2	3423.5	2380.4	2227.5	1958.7	2175.1	1939.1	2519.9	1955.7
15540-6	Vimentin	VIM	P08670	2110.4	1712.9	2142	2347.8	1849.3	2520.5	1690.5	2201.2	1661.5	1860.8	3475.9	1828.4	3520.6	1769	2324.7	3294.7	1458.1	1632.7	1893	1841.7	1633.2	1767.2	2162.1	1932.4	1528.5	1752.7	3028.6	3977.6	2513.4	1893.7	2410.9	1968.5	2025.2	1421.8	1852.7	1719.9	2237.8	1813	1898.3	2108
15542-19	KCRU	CKMT1A	P12532	12097	23252.6	6507.6	17228.7	6793.4	28788.4	21670.8	9248.3	27373.3	35947.8	7502.3	13541.5	34049.3	24574.3	24482.2	8748.2	7258.9	19326	11676.7	17198.3	25428.5	33064.7	9917.6	8262	18258.6	29020	12675.6	19684.8	5731.2	14284.3	16599	13992.6	10688.6	15660.5	11538.8	26694.9	18879.4	30940.8	17272.6	28730.5
15544-25	kallikrein 14	KLK14	Q9P0G3	6140.9	6415.4	4198.7	6097.5	2307.2	4035.9	6500.3	3679	4820.6	14101.8	3513.6	7947.4	8063.5	4448.3	5955.2	3791.7	5079.1	6742.1	4212.7	11474	5512.1	8200.2	7164.1	7502	5300.5	8377.5	5628.4	4167.8	5200.4	5571.4	5989.1	11158.2	6282.1	5158.6	6167.2	6768.9	8247	12814.4	11073.7	5786.4
15545-13	Calcineurin B a	PPP3R1	P63098	4974	4934.8	4984.5	3059.5	3783.8	5442.5	3573.8	7347.7	5199.3	4490	4244.1	6252.6	5346.2	4645.7	4774.6	3896.9	4668.4	4756.5	5377.1	4212.5	5690.5	4617.6	4419.4	4292	5472.9	5155	5982	5702	4831.8	5065.8	5177.4	4266.4	4174.3	6399.5	3545.1	6094.2	4011.7	4673.9	7035.7	6152.5
15548-35	SERA	PHGDH	O43175	1117.9	1163.7	1284.5	741.8	1304.3	1192.5	1207.3	972.8	878	1200.5	1733.5	1020.4	846	1705.4	1063.9	1670	776.8	909.1	1532.4	1252.1	902	1007.5	1124.1	757.9	888.8	870.5	1836	1631.3	1870.1	889.1	1636.5	1137.9	1305.4	1184.3	1226.2	1451.5	866.3	1105.2	1436.5	870.2
15553-22	ACES	ACHE	P22303	664.6	651.6	1139	754.8	690.1	611.4	602.6	575.1	638.9	610.4	537.3	627	590.9	633.8	624	558.9	611.8	632.3	607.5	665.6	627.7	698.2	675.5	650.4	1357.7	801.4	606.9	627	625.1	656.4	713.2	718.6	609.6	606.5	618.2	671.7	637.8	608	627.5	606.7
15556-49	Alpha-amylase 2B	AMY2B	P19961	7105.4	2607.4	1657	1683.4	1626.6	1680.3	2172.1	2226.9	1395.6	2039.9	2071.1	1449.6	1000.5	1176.1	1010.7	2087.8	2344.9	1984	1545.7	1084.1	2624.8	1622.6	1506.5	1565.1	1158.3	1862.4	2071.7	740.7	1520.3	1645.3	2192.8	2123.8	1387.3	1517.2	2274.2	2565.4	1165	2256.8	2485	1915.1
15558-63	AMPE	ENPEP	Q07075	1842.2	2297.5	1560.4	2902.9	2076.6	1753.1	1207.1	1378.9	2437.3	2948.2	1599	2767.5	2522.7	2204.5	2127.1	1312.9	5302.7	1844.4	1736.6	2790.3	2860.1	2397.2	2435.2	2670.8	2467.2	2055.1	1604.9	2137	2604.7	2201	2371.4	2041.6	2407.5	1930.5	2245.6	1760.4	4507.1	2178.6	2517	2210.8
15559-5	ANTR2	ANTXR2	P58335	4512.2	6275.9	7706.4	6446.9	4523.4	8322	7107.1	6272.7	7726.8	8255.5	7850.7	9289.7	7247.3	8800.7	10270.4	7388	5788.5	8963.5	8935.1	9216.8	6209.8	8717.7	6600.8	5456.4	6764.5	6671.8	6658.3	7573.8	7175.6	7970.1	2793.5	8241.7	6921.1	6195.6	11456.5	7209.8	7692	5610	11277.4	8194.6
15560-52	Apo-TC II	TCN2	P20062	599.1	549.6	61079.5	594.3	691.9	589.5	100124.7	88472.5	537.7	101995.4	49614.5	632.3	118366.3	154315.3	89418.7	37709.1	109140.9	133114.1	585.7	128593.3	645.7	133450.2	564.1	595.5	104794.7	89675.3	62311.8	97791.4	100298.9	565	68040.4	116158.1	137067.7	64683.6	115088.4	86827.4	77791.6	81635.3	80449.6	585.5
15562-24	BGLR	GUSB	P08236	2812.1	1199.1	1881.9	2418.7	2790.8	2315.1	819.5	1093.4	1395.4	2608.5	3115.5	1142.1	2965	1063.8	2347.8	3736.4	2796.4	2634.4	2499.2	604.5	2284.5	1970.6	2479.7	3273	2893.8	1446.5	1770.2	1856.7	1497.4	1120.1	1732.2	1335.9	1416	1958.3	1151.5	1165.8	3436.2	1145.6	2206.2	1953.1
15565-102	CA125	MUC16	Q8WXI7	74.9	76.9	81.9	69.8	75.3	58.3	77.2	74.3	113.6	92.8	55.2	124.2	91	67.6	101.4	49.9	78.7	79.4	55.7	119.8	70.5	189.9	81.3	78.5	71.3	100.1	55.2	76.3	61.8	82.6	86.1	110.7	110.7	73.7	110.9	82.8	82.2	77.2	88.9	72.9
15566-10	Calponin-1	CNN1	P51911	2332.3	2370.7	4115.6	2483.5	2652.5	2317.9	2431.4	2407.8	3316.4	2762.8	2207.2	2501.5	2104.1	2329.1	2431.5	2348	2129.4	3750.9	2669	2724.6	2118.6	2196.9	3119.6	2014.5	2283.9	2083	2214.6	2787.9	2907.8	2901.8	2152.9	1873.5	3550.3	2137.1	2772	2715	2663.2	2753.1	2819.6	2303
15567-2	CD3-zeta	CD247	P20963	374.7	380.7	520.7	339.6	408.3	423.5	338.2	389.6	346.5	343.9	364.8	394.2	377.3	338	343	338.1	383	350.7	375.9	325.8	381.3	369.3	346.6	387.2	418.1	373.6	429.5	367.6	327.8	352.6	336.2	359.5	738.2	414.4	327.6	389.3	318.5	330.8	486.7	357
15569-15	Collagen II	COL2A1	P02458	706.2	841.1	901.8	809.5	732.1	766.3	671.8	659	797	912.3	812.3	816.7	817.3	821.7	1130.3	964.7	754.7	830.2	949	840.4	676.1	570.9	1327.4	691.4	919.9	634.8	738	550.8	845.3	630.3	627	667.2	912.4	719	882.9	629.7	980	1049.1	722.5	633
15570-99	Complement receptor type 2	CR2	P20023	8323.1	6541.3	3873	3653	3935.3	5940.5	9039.9	5466.4	3951.5	6473	8659.6	7265	5735.6	7732.4	7426.7	6508.4	6890	7478	5830.4	12201.8	3819.1	4754.3	11243.2	6520.4	3285.7	4110.1	4161.2	7995	7309.6	5539.5	9449.1	15142.7	10560.8	5964.1	4424.8	6429.6	8666.5	4613	9791.6	5494.6
15573-110	CSPG3	NCAN	O14594	2609.8	3107.7	1385.3	3311	2160.3	2299.7	3343.2	2359.4	2367.3	4068.8	2123.8	4713	3671.8	2598.3	3338.1	1717.8	7120.7	6095	3614.9	5020.8	3055.5	3011.9	4185.8	3912.2	3217.2	1930.3	1812.9	3416.5	3077.1	4264.7	6231.7	5798.4	3463.4	1419.1	3029.3	2936.2	4990.7	2872.7	1729.5	2501.1
15574-37	Cyclin A	CCNA2	P20248	575.8	632.2	571.9	576	681.3	632.7	583.7	596.1	550.4	604.2	562	632.4	650	587.8	846.7	554.3	600.5	663.9	576	634.7	599.6	614.6	627.5	649.8	602.8	658.7	640.3	623.8	614.7	623	668.7	684.1	650.1	578.9	566.5	557.1	591.8	607.5	837.3	602.7
15576-158	ECP	RNASE3	P12724	23413	15657.9	15868.6	27687.9	11710.7	51855.6	27140.3	11180.7	13757.3	23192.5	17314.8	11904.4	18810.5	17379.3	34034.4	12430.5	10824.4	13707.9	17062.9	24626.5	16447.1	17278.9	10553.1	18772.6	12368.1	21479.7	21643.2	33374.9	14005.1	15543.4	19764.8	18797.9	16117.7	15006.6	15193.9	15634.9	12827.5	27016.7	11286.6	16528.8
15579-26	ENPP6	ENPP6	Q6UWR7	686.9	714.4	928.8	698.3	761.8	731.9	1311.6	757.3	711.3	706.9	649.5	731.6	670.4	775.1	710.9	789	719.5	607.4	671.1	692.1	631.2	676.2	888.5	654.8	688.1	1376.6	651.3	650.2	671.7	693.1	575.1	759.1	859.8	873	785.1	709.8	824	741	754.2	760.8
15580-2	EPHA7	EPHA7	Q15375	608	630.8	691.3	612.4	716.9	578.7	879.1	630.4	690.1	667.3	537.9	825.4	587.7	642.8	645.8	532.3	617.4	635.6	578.1	699.5	629.5	645	885.6	686.2	630.4	584.1	581.4	621.2	684.5	658.8	1670.4	1151.8	801.4	683.9	741.1	608	747.9	680.2	670.4	648
15581-16	FANK1	FANK1	Q8TC84	265	439.1	281.5	283.9	310.9	277.6	298.3	271.5	293	297	229.1	351	345.7	363.7	305.6	253.1	335.2	325.2	294.9	340.5	309.4	334.6	307.8	452.9	286.9	423	273.5	309.6	289.5	302.6	315.1	402.5	316.2	307.3	298.8	294.5	344.1	311.6	302.5	322.3
15582-25	FCN1	FCN1	O00602	4078.6	3636.5	3449.7	5284.9	4521.9	4208.2	4837.7	3829.5	3823	4511	2484.5	4428	5092.4	2926.6	3533	2480.9	3889.5	3372.8	2950.2	3476.4	4385.6	4322.9	3249	3742.1	2979.3	4056	3073.8	3473.4	3974	3721.7	6151.7	4935.2	4010.4	3194.9	3244.6	2852.1	4337.1	5414.9	2257.3	3146.4
15583-18	FCRLB	FCRLB	Q6BAA4	397.5	337	387.9	305.1	340.9	392	389.9	453	294.6	375.7	334.9	429.4	387.4	341.2	638.6	347.1	380.2	658.6	481.2	496.6	521.6	369.8	311.7	418.5	400	395.3	401.9	335.1	297.4	359.2	464.7	457.3	1942.4	371.1	355.2	374.2	12059.9	275.4	356.2	329.3
15584-9	FHR2	CFHR2	P36980	2430.5	2347.4	2330	1964.4	3149.6	2653.1	6286.8	1647.6	2446.1	1569.2	2477.5	2355.1	2401.5	1672.5	1965.2	466.7	2116.8	2539.3	2407	712.2	2719.1	2458.9	2434.6	2006.3	579.3	4020.6	2724.1	3073.7	835.3	2571.6	2772.1	802.1	2304.6	1699.9	2896.4	3153.7	2724.8	2258.5	3049	2039.5
15585-304	fibulin 5	FBLN5	Q9UBX5	6226.9	5729.4	4122.2	4329.1	3449.3	4995.3	4947.4	5385.6	4854.3	5116.3	3839.1	3749.7	5193	5364.3	4653.7	3398.8	3522.2	4518.3	3818.6	4578.4	3732.8	5475.9	5468.5	3369.2	4272.1	6104	3121.7	5518.2	3841.6	4138.6	4819.8	5230.5	4476	4509.2	4539.5	4943.7	5097.2	6661.7	5039.8	5302.5
15587-20	FOLR2	FOLR2	P14207	761.4	897.5	817.8	900	1196.5	792.2	946.5	1083.3	794.9	909	976.6	1318	697.2	850.5	1126.2	987.5	1516.3	1000.5	1308.5	994.1	877.8	983.5	1032	1122.5	798.9	781.9	1200.4	1117.1	958.5	846	1017.2	1009.8	1278.2	898.4	1138.1	814.5	993.1	1064.3	1035.1	923.1
15588-17	"galactosidase, alpha"	GLA	P06280	1609.8	2375.1	1421.1	1953.7	1521.1	2038.1	1629.6	1513.5	1556.1	1799.8	1811.8	1706.9	1693	1562.5	1611.1	1740.3	1932.6	1697.4	1808.2	1658.2	1842.6	1609.5	1574.3	1719.3	1690.6	1764	1440.1	1778.2	1481.9	1643.3	1724.8	1756.1	1675.9	1780.3	1520.9	1566.3	2572.3	1632.9	1671.7	1542.4
15589-1	"Gc-Globulin, Mixed Type"	GC	P02774	28872.5	33108.7	37943.1	30109.7	26613.4	29639.9	32282	30474.2	33772.3	34672.3	30534.9	30033.7	27839	29377	32724.1	33973.7	44920.2	31551	31474.1	31334.3	26999.2	31445.3	39329.8	31201.7	35981	27601.7	34842.3	24477.8	31879.1	31129.2	31445.5	29745.3	32260.3	29376.3	34533.9	28580.9	44491.2	33672.6	36354.8	25263.5
